,input,output
102,10.200000000000001,0.42614186273364707
103,10.3,0.5090580265885875
104,10.4,0.4917736692945849
105,10.5,0.5443764041321077
106,10.600000000000001,0.40928479903163023
107,10.700000000000001,0.4225940955471467
108,10.8,0.4831197223354856
109,10.9,0.44696891131633876
110,11.0,0.27353327488679224
111,11.100000000000001,0.2616577215370055
112,11.200000000000001,0.5102459373611237
113,11.3,0.3491704320095909
114,11.4,-0.10979021102408076
115,11.5,0.2792555673848725
116,11.600000000000001,0.5268484560842134
117,11.700000000000001,0.012707793338603057
118,11.8,0.66847985439651
119,11.9,0.09253092671968592
120,12.0,-0.31988612690149265
121,12.100000000000001,0.3786521578277033
122,12.200000000000001,0.47338549885980497
123,12.3,0.8317453749661897
124,12.4,0.12314812951911477
125,12.5,0.40741085661440907
126,12.600000000000001,-0.6326097407273072
127,12.700000000000001,-1.0343055395195773
128,12.8,-0.7207929304561524
129,12.9,-0.25691840563812485
130,13.0,-0.07073117675616263
131,13.100000000000001,-0.36890959208869
132,13.200000000000001,-0.4734967901662058
133,13.3,-0.20019221037353793
134,13.4,0.014153979658565768
135,13.5,0.16554163669960006
136,13.600000000000001,-0.07716306177338961
137,13.700000000000001,0.15105279112562153
138,13.8,-0.16807046846089269
139,13.9,-0.18893375033588328
140,14.0,-0.797783216590187
141,14.100000000000001,-0.4271009805435181
142,14.200000000000001,-0.8810707398586792
143,14.3,-0.051774691980849386
144,14.4,-0.06385892831776285
145,14.5,0.03022375212582218
146,14.600000000000001,-0.15034277072532892
147,14.700000000000001,-0.4328874996586111
148,14.8,-0.8476907963019156
149,14.9,-0.6136759952089921
150,15.0,-0.849206613905322
151,15.100000000000001,-0.5011408348094005
152,15.200000000000001,0.08393366721807938
153,15.3,-0.7748320526770691
154,15.4,-0.7396417572328262
155,15.5,-0.7090997010918633
156,15.600000000000001,-1.0084057469807362
157,15.700000000000001,-1.154554911133416
158,15.8,-0.9921764560386206
159,15.9,0.44555775989386937
160,16.0,-1.1886404955942287
161,16.1,-0.5511510204851333
162,16.2,-0.973534689755778
163,16.3,0.05638109670663183
164,16.400000000000002,-0.36793844894175504
165,16.5,-1.4903065360486214
166,16.6,-0.8924969942491491
167,16.7,-0.5519511568637135
168,16.8,-0.97815585160105
169,16.900000000000002,-0.6493670718639474
170,17.0,-1.3289393740877768
171,17.1,-1.084884254150029
172,17.2,-0.5878935101362794
173,17.3,-0.1588865212668632
174,17.400000000000002,-0.7949884926482587
175,17.5,-1.4308707447151063
176,17.6,-0.20772904233795653
177,17.7,-0.6312550712246767
178,17.8,-0.6716932800888638
179,17.900000000000002,-1.8391174515295283
180,18.0,-1.5017683492147058
181,18.1,-0.7917885338836353
182,18.2,-1.2276546349453668
183,18.3,-0.7200053742551376
184,18.400000000000002,-0.4889582370705787
185,18.5,-1.095165863655085
186,18.6,-0.5665382930732206
187,18.7,-0.7656954846128666
188,18.8,-2.058282011208789
189,18.900000000000002,-1.1493309272524774
190,19.0,-1.2775919313640425
191,19.1,-1.8407001073698863
192,19.200000000000003,-2.4319773270671763
193,19.3,-0.7145005140213714
194,19.400000000000002,-1.2171327638454736
195,19.5,-0.8745529297120472
196,19.6,-0.1583997376789058
197,19.700000000000003,-1.5003390761949942
198,19.8,-1.200354869008767
199,19.900000000000002,-0.6642453732820663
200,20.0,-0.4917492044950582
201,20.1,-1.6697144920319116
202,20.200000000000003,0.0008347510976213224
203,20.3,-0.6821956892047437
204,20.400000000000002,-0.7175937514765285
205,20.5,-1.022668026400089
206,20.6,-0.5508337300683642
207,20.700000000000003,-0.9687145544668162
208,20.8,-0.6170461688566675
209,20.900000000000002,-0.7119306548095784
210,21.0,-1.3696303129278036
211,21.1,-0.04692186637739981
212,21.200000000000003,-0.79054235315231
213,21.3,-0.10238703985946462
214,21.400000000000002,-1.098771365556813
215,21.5,-0.27268928998608954
216,21.6,-0.30027842123118087
217,21.700000000000003,-1.0553807463762872
218,21.8,-0.5879753075364115
219,21.900000000000002,-1.4131812953844864
220,22.0,-0.9657579584082798
221,22.1,-1.8580319543451422
222,22.200000000000003,-0.3863848078465168
223,22.3,-0.4341382163848051
224,22.400000000000002,0.4239264784181178
225,22.5,-0.7798126948985905
226,22.6,-0.698552835573472
227,22.700000000000003,-0.46100797911178704
228,22.8,-0.51149482339299
229,22.900000000000002,-1.3565098528711663
230,23.0,-1.083127099298511
231,23.1,-0.48733911751138276
232,23.200000000000003,-0.4196155606899929
233,23.3,0.4805022480920151
234,23.400000000000002,-0.607338424031411
235,23.5,0.528036874832005
236,23.6,-0.26228110311858566
237,23.700000000000003,-0.6807064127449312
238,23.8,-0.7897075105481983
239,23.900000000000002,-0.5678854292196391
